accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
AJ320377	Brazil:Bahia	""	Stylosanthes pilosa 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2) specimen voucher CIATFOR 2129 (BR)	Stylosanthes pilosa	""	""	CIATFOR 2129 (BR)	""	""	""	""
AJ320381	Venezuela:Tachira	""	Stylosanthes scabra 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2) specimen voucher CIATFOR 1368 (BR)	Stylosanthes scabra	""	""	CIATFOR 1368 (BR)	""	""	""	""
AJ320382	Venezuela:Nueva Esparta	""	Stylosanthes scabra 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2) specimen voucher CIATFOR 10645 (BR)	Stylosanthes scabra	""	""	CIATFOR 10645 (BR)	""	""	""	""
AJ320391	Peru:Piura	""	Stylosanthes sympodialis 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2) specimen voucher CIATFOR 1634 (BR)	Stylosanthes sympodialis	""	""	CIATFOR 1634 (BR)	""	""	""	""
AJ320393	Bahamas	""	Stylosanthes tuberculata 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2) specimen voucher CPI 100452 (BR)	Stylosanthes tuberculata	""	""	CPI 100452 (BR)	""	""	""	""
AJ320394	Argentina:Corrientes	""	Arachis correntina 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2) specimen voucher CIATFOR 22249 (BR)	Arachis correntina	""	""	CIATFOR 22249 (BR)	""	""	""	""
AJ320395	Brazil:Mato Grosso	""	Arachis hoehnei 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2) specimen voucher CIATFOR 22244 (BR)	Arachis hoehnei	""	""	CIATFOR 22244 (BR)	""	""	""	""
AJ320396	Brazil:Sao Paulo	""	Arachis palustris 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2) specimen voucher CIATFOR 22245 (BR)	Arachis palustris	""	""	CIATFOR 22245 (BR)	""	""	""	""
AJ320397	Brazil:Minas Gerais	""	Arachis pintoi 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2) specimen voucher CIATFOR 22148 (BR)	Arachis pintoi	""	""	CIATFOR 22148 (BR)	""	""	""	""
AJ320398	Brazil	""	Arachis triseminata 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2) specimen voucher CIATFOR 22224 (BR)	Arachis triseminata	""	""	CIATFOR 22224 (BR)	""	""	""	""
AJ320399	Uruguay	""	Arachis villosa 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2) specimen voucher CIATFOR 22254 (BR)	Arachis villosa	""	""	CIATFOR 22254 (BR)	""	""	""	""
AJ346923	Democratic Republic of the Congo	""	Corynanthe paniculata chloroplast DNA for trnT-L-F region, specimen voucher Mukwemuvi 34 (BR)	Corynanthe paniculata	""	""	Mukwemuvi 34 (BR)	""	""	""	""
AJ346944	Democratic Republic of the Congo	""	Pausinystalia macroceras chloroplast DNA for trnT-L-F region, specimen voucher Hart 573 (BR)	Corynanthe macroceras	""	""	Hart 573 (BR)	""	""	""	""
AJ346946	Democratic Republic of the Congo	""	Pausinystalia lane-poolei subsp. lane-poolei chloroplast DNA for trnT-L-F region, specimen voucher Hart 1350 (BR)	Corynanthe lane-poolei subsp. lane-poolei	""	""	Hart 1350 (BR)	""	""	""	""
AJ346978	Democratic Republic of the Congo	""	Corynanthe paniculata chloroplast partial rbcL gene for ribulose-1, 5-bisphosphate carboxylase, specimen voucher Mukwimuvi 34 (BR)	Corynanthe paniculata	""	""	Mukwimuvi 34 (BR)	""	""	""	""
AJ346999	Democratic Republic of the Congo	""	Pausinystalia lane-poolei subsp. ituriense chloroplast partial rbcL gene for ribulose-1, 5-bisphosphate carboxylase, specimen voucher Hart 1350 (BR)	Corynanthe lane-poolei subsp. ituriense	""	""	Hart 1350 (BR)	""	""	""	""
AJ347000	Democratic Republic of the Congo	""	Pausinystalia macroceras chloroplast partial rbcL gene for ribulose-1, 5-bisphosphate carboxylase, specimen voucher Hart 573 (BR)	Corynanthe macroceras	""	""	Hart 573 (BR)	""	""	""	""
AJ416030	Brazil:Ceara	""	Stylosanthes angustifolia chloroplast partial tRNA-Leu (UAA) gene, partial intron sequence, specimen voucher Vander Stappen 1 (BR)	Stylosanthes angustifolia	""	""	Vander Stappen 1 (BR) (CPI 40236)	""	""	""	""
AJ416035	Brazil:Minas Gerais	""	Stylosanthes tomentosa chloroplast partial tRNA-Leu (UAA) gene, partial intron sequence, specimen voucher Vander Stappen 23 (BR)	Stylosanthes tomentosa	""	""	Vander Stappen 23 (BR) (CPI 92843)	""	""	""	""
AJ416036	Brazil:Mato Grosso	""	Stylosanthes capitata chloroplast partial tRNA-Leu (UAA) gene, partial intron sequence, specimen voucher Vander Stappen 27 (BR)	Stylosanthes capitata	""	""	Vander Stappen 27 (BR) (CIAT 10940)	""	""	""	""
AJ416047	Brazil:Bauru	""	Stylosanthes gracilis chloroplast partial tRNA-Leu (UAA) gene, partial intron sequence, specimen voucher Vander Stappen 3 (BR)	Stylosanthes guianensis var. gracilis	""	""	Vander Stappen 3 (BR) (CPI 39112)	""	""	""	""
AJ416053	Paraguay	""	Stylosanthes montevidensis chloroplast partial tRNA-Leu (UAA) gene, partial intron sequence, specimen voucher Vander Stappen 22 (BR)	Stylosanthes montevidensis	""	""	Vander Stappen 22 (BR)  (CPI 11494)	""	""	""	""
AJ416054	Argentina:Corrientes	""	Arachis correntina chloroplast partial tRNA-Leu (UAA) gene, partial intron sequence, specimen voucher Vander Stappen 40 (BR)	Arachis correntina	""	""	Vander Stappen 40 (BR)  (CIAT22249)	""	""	""	""
AJ416055	Brazil:Minas Gerais	""	Arachis pintoi chloroplast partial tRNA-Leu (UAA) gene, partial intron sequence, specimen voucher Vander Stappen 43 (BR)	Arachis pintoi	""	""	Vander Stappen 43 (BR)  (CIAT 22148)	""	""	""	""
AJ416056	Brazil	""	Arachis triseminata chloroplast partial tRNA-Leu (UAA) gene, partial intron sequence, specimen voucher Vander Stappen 44 (BR)	Arachis triseminata	""	""	Vander Stappen 44 (BR)  (CIAT 22224)	""	""	""	""
AJ416728	Brazil:Ceara	""	Stylosanthes angustifolia STS shst1, specimen voucher Vander Stappen 1 (BR) (CPI 40236)	Stylosanthes angustifolia	""	""	Vander Stappen 1 (BR) (CPI 40236)	""	""	""	""
AJ416729	Colombia:Casanare	""	Stylosanthes humilis STS shst1, specimen voucher Vander Stappen 17 (BR) (CIAT 2334)	Stylosanthes humilis	""	""	Vander Stappen 17 (BR) (CIAT 2334)	""	""	""	""
AJ416731	Argentina:Corrientes	""	Stylosanthes leiocarpa STS shst1, specimen voucher Vander Stappen 21 (BR) (CPI 78192)	Stylosanthes leiocarpa	""	""	Vander Stappen 21 (BR) (CPI 78192)	""	""	""	""
AJ416737	Brazil:Mato Grosso	""	Stylosanthes capitata STS shst1, specimen voucher Vander Stappen 27 (BR) (CIAT 10940)	Stylosanthes capitata	""	""	Vander Stappen 27 (BR) (CIAT 10940)	""	""	""	""
AJ489508	Brazil:Brasilia	""	Stylosanthes macrocephala partial external transcribed spacer (ETS), specimen voucher Vander Stappen 34 (BR)	Stylosanthes macrocephala	""	""	Vander Stappen 34 (BR)	""	""	""	""
AJ534831	New Caledonia:Mount Dzumac	""	Neoguillauminia cleopatra ITS1, specimen voucher Morat 6651 (BR)	Neoguillauminia cleopatra	""	""	Morat 6651 (BR)	""	""	""	""
AJ534832	New Caledonia:Mount Dzumac	""	Neoguillauminia cleopatra ITS2, specimen voucher Morat 6651 (BR)	Neoguillauminia cleopatra	""	""	Morat 6651 (BR)	""	""	""	""
AJ534833	Cameroon:Nyong River, SSW of Eseka	""	Dichostemma glaucescens ITS1, specimen voucher de Wilde & de Wilde-Duyfjes 2743 (BR)	Dichostemma glaucescens	""	""	de Wilde & de Wilde-Duyfjes 2743 (BR)	""	""	""	""
AJ534834	Cameroon:Nyong River, SSW of Eseka	""	Dichostemma glaucescens ITS2, specimen voucher de Wilde & de Wilde-Duyfjes 2743 (BR)	Dichostemma glaucescens	""	""	de Wilde & de Wilde-Duyfjes 2743 (BR)	""	""	""	""
AJ620175	""	""	Rytigynia senegalensis chloroplast trnT-trnL IGS (partial), tRNA-Leu (UAA) gene and trnL-trnF IGS (partial), specimen voucher van den Berghen 8746 (BR)	Rytigynia senegalensis	""	""	van den Berghen 8746 (BR)	""	""	""	""
AJ620177	""	""	Tapiphyllum cinerascens chloroplast trnT-trnL IGS (partial), tRNA-Leu (UAA) gene and trnL-trnF IGS (partial), specimen voucher Milne-Redhead 3292 (BR)	Tapiphyllum cinerascens	""	""	Milne-Redhead 3292 (BR)	""	""	""	""
AJ812076	Democratic Republic of the Congo	""	Pausinystalia macroceras partial ETS, specimen voucher Hart 573 (BR)	Corynanthe macroceras	""	""	Hart 573 (BR)	""	""	""	""
AJ846855	Indonesia	""	Mussaenda reinwardtiana partial ITS1, 5.8S rRNA gene and partial ITS2	Mussaenda reinwardtiana	""	""	Leeuwenberg 13293 (BR)	""	""	""	""
AJ846861	Ghana	""	Mussaenda nivea partial ITS1, 5.8S rRNA gene and partial ITS2	Mussaenda nivea	""	""	Jongkind 1626 (BR)	""	""	""	""
AJ846876	Republic of the Congo	""	Pseudomussaenda stenocarpa partial ITS1, 5.8S rRNA gene and partial ITS2	Pseudomussaenda stenocarpa	""	""	Masens 471 (BR)	""	""	""	""
AJ846877	Ethiopia	""	Pseudomussaenda flava partial ITS1, 5.8S rRNA gene and partial ITS2	Pseudomussaenda flava	""	""	Bidgoud et al. 8030 (BR)	""	""	""	""
AJ846879	Gabon	""	Heinsia crinita partial ITS1, 5.8S rRNA gene and partial ITS2	Heinsia crinita	""	""	Sonke 964 (BR)	""	""	""	""
AJ846880	Tanzania	""	Heinsia zanzibarica partial ITS1, 5.8S rRNA gene and partial ITS2	Heinsia zanzibarica	""	""	Bidgoud et al. 1742 (BR)	""	""	""	""
AJ846881	Tanzania	""	Heinsia bussei partial ITS1, 5.8S rRNA gene and partial ITS2	Heinsia bussei	""	""	Bidgoud et al. 1501 (BR)	""	""	""	""
AJ847369	Indonesia	""	Mussaenda reinwardtiana chloroplast DNA for trnT-L-F region	Mussaenda reinwardtiana	""	""	Leeuwenberg 13293 (BR)	""	""	""	""
AJ847376	Gabon	""	Heinsia crinita chloroplast DNA for trnT-L-F region	Heinsia crinita	""	""	Sonke 964 (BR)	""	""	""	""
AJ847377	Tanzania	""	Heinsia zanzibarica chloroplast DNA for trnT-L-F region	Heinsia zanzibarica	""	""	Bidgoud et al. 1742 (BR)	""	""	""	""
AJ847378	Tanzania	""	Heinsia bussei chloroplast DNA for trnT-L-F region	Heinsia bussei	""	""	Bidgoud et al. 1501 (BR)	""	""	""	""
AJ847381	Ghana	""	Mussaenda nivea chloroplast DNA for trnT-L-F region	Mussaenda nivea	""	""	Jongkind 1626 (BR)	""	""	""	""
AJ847384	Republic of the Congo	""	Pseudomussaenda stenocarpa chloroplast DNA for trnT-L-F region	Pseudomussaenda stenocarpa	""	""	Masens 471 (BR)	""	""	""	""
AJ847385	Ethiopia	""	Pseudomussaenda flava chloroplast DNA for trnT-L-F region	Pseudomussaenda flava	""	""	Bidgoud et al. 8030 (BR)	""	""	""	""
AJ876841	""	""	Pachystigma pygmaeum chloroplast partial rpl16 gene, intron, specimen voucher Pawek 12335 (BR)	Vangueria pygmaea	""	""	Pawek 12335 (BR)	""	""	""	""
AJ876858	""	""	Rytigynia senegalensis chloroplast partial rpl16 gene, intron, specimen voucher van den Berghen 8746 (BR)	Rytigynia senegalensis	""	""	van den Berghen 8746 (BR)	""	""	""	""
AJ876862	""	""	Tapiphyllum cinerascens chloroplast partial rpl16 gene, intron, specimen voucher Milne-Redhead 3292 (BR)	Tapiphyllum cinerascens	""	""	Milne-Redhead 3292 (BR)	""	""	""	""
AM117306	""	""	Fernelia buxifolia chloroplast partial rps16 gene intron, specimen voucher De Block s.n. (BR)	Fernelia buxifolia	""	""	De Block s.n. (BR)	""	""	""	""
AM266823	""	""	Chlorochorion foetidum chloroplast rps16 gene intron, specimen voucher De Block & Stieperaere 503 (BR)	Chlorochorion foetidum	""	""	De Block & Stieperaere 503 (BR)	""	""	""	""
AM266825	""	""	Knoxia manika chloroplast rps16 gene intron, specimen voucher Schaijes 3339 (BR)	Knoxia manika	""	""	Schaijes 3339 (BR)	""	""	""	""
AM266828	""	""	Neopentanisia gossweileri chloroplast rps16 gene intron, specimen voucher Dessein 1037 (BR)	Pentanisia gossweileri	""	""	Dessein 1037 (BR)	""	""	""	""
AM266829	""	""	Otiophora angustifolia chloroplast rps16 gene intron, specimen voucher Dessein 607 (BR)	Otiophora angustifolia	""	""	Dessein 607 (BR)	""	""	""	""
AM266830	""	""	Otiophora caerulea chloroplast rps16 gene intron, specimen voucher Dessein 367 (BR)	Otiophora caerulea	""	""	Dessein 367 (BR)	""	""	""	""
AM266834	""	""	Otiophora multicaulis chloroplast rps16 gene intron, specimen voucher Dessein 405 (BR)	Otiophora multicaulis	""	""	Dessein 405 (BR)	""	""	""	""
AM266841	""	""	Otiophora villicaulis chloroplast rps16 gene intron, specimen voucher Dessein 393 (BR)	Otiophora villicaulis	""	""	Dessein 393 (BR)	""	""	""	""
AM266854	""	""	Pentanisia confertifolia chloroplast rps16 gene intron, specimen voucher Dessein 730 (BR)	Pentanisia confertifolia	""	""	Dessein 730 (BR)	""	""	""	""
AM266864	""	""	Pentas arvensis chloroplast rps16 gene intron, specimen voucher Leewenberg 7639 (BR)	Pentas arvensis	""	""	Leewenberg 7639 (BR)	""	""	""	""
AM266870	""	""	Pentas elata chloroplast rps16 gene intron, specimen voucher Simon et al. 486 (BR)	Phyllopentas elata	""	""	Simon et al. 486 (BR)	""	""	""	""
AM266888	""	""	Pentas schumanniana chloroplast rps16 gene intron, specimen voucher Gereau & Kayombo 4127 (BR)	Phyllopentas schumanniana	""	""	Gereau & Kayombo 4127 (BR)	""	""	""	""
AM266891	""	""	Pentas ulugurica chloroplast rps16 gene intron, specimen voucher Lovett & Kayombo 415 (BR)	Phyllopentas ulugurica	""	""	Lovett & Kayombo 415 (BR)	""	""	""	""
AM266912	""	""	Chlorochorion foetidum chloroplast trnT-L-F region, specimen voucher De Block & Stieperaere 503 (BR)	Chlorochorion foetidum	""	""	De Block & Stieperaere 503 (BR)	""	""	""	""
AM266914	""	""	Knoxia manika chloroplast trnT-L-F region, specimen voucher Schaijes 3339 (BR)	Knoxia manika	""	""	Schaijes 3339 (BR)	""	""	""	""
AM266917	""	""	Neopentanisia gossweileri chloroplast trnT-L-F region, specimen voucher Dessein 1037 (BR)	Pentanisia gossweileri	""	""	Dessein 1037 (BR)	""	""	""	""
AM266918	""	""	Otiophora angustifolia chloroplast trnT-L-F region, specimen voucher Dessein 607 (BR)	Otiophora angustifolia	""	""	Dessein 607 (BR)	""	""	""	""
AM266919	""	""	Otiophora caerulea chloroplast trnT-L-F region, specimen voucher Dessein 367 (BR)	Otiophora caerulea	""	""	Dessein 367 (BR)	""	""	""	""
AM266923	""	""	Otiophora multicaulis chloroplast trnT-L-F region, specimen voucher Dessein 405 (BR)	Otiophora multicaulis	""	""	Dessein 405 (BR)	""	""	""	""
AM266929	""	""	Otiophora villicaulis chloroplast trnT-L-F region, specimen voucher Dessein 393 (BR)	Otiophora villicaulis	""	""	Dessein 393 (BR)	""	""	""	""
AM266940	""	""	Pentanisia arenaria chloroplast trnT-L-F region, specimen voucher Bidgood et al. 3373 (BR)	Pentanisia arenaria	""	""	Bidgood et al. 3373 (BR)	""	""	""	""
AM266942	""	""	Pentanisia confertifolia chloroplast trnT-L-F region, specimen voucher Dessein 730 (BR)	Pentanisia confertifolia	""	""	Dessein 730 (BR)	""	""	""	""
AM266952	""	""	Pentas arvensis chloroplast trnT-L region, specimen voucher Leeuwenberg 7639 (BR)	Pentas arvensis	""	""	Leeuwenberg 7639 (BR)	""	""	""	""
AM266958	""	""	Pentas elata chloroplast trnT-L-F region, specimen voucher Simon et al. 486 (BR)	Phyllopentas elata	""	""	Simon et al. 486 (BR)	""	""	""	""
AM266974	""	""	Pentas schumanniana chloroplast trnT-L-F region, specimen voucher Gereau & Kayombo 4127 (BR)	Phyllopentas schumanniana	""	""	Gereau & Kayombo 4127 (BR)	""	""	""	""
AM266977	""	""	Pentas ulugurica chloroplast trnT-L region, specimen voucher Lovett & Kayombo 415 (BR)	Phyllopentas ulugurica	""	""	Lovett & Kayombo 415 (BR)	""	""	""	""
AM266999	""	""	Chlorochorion foetidum 5.8S rRNA gene, ITS1 and ITS2, specimen voucher De Block & Stieperaere 503 (BR)	Chlorochorion foetidum	""	""	De Block & Stieperaere 503 (BR)	""	""	""	""
AM267001	""	""	Knoxia manika 5.8S rRNA gene, ITS1 and ITS2, specimen voucher Schaijes 3339 (BR)	Knoxia manika	""	""	Schaijes 3339 (BR)	""	""	""	""
AM267004	""	""	Neopentanisia gossweileri 5.8S rRNA gene, ITS1 and ITS2, specimen voucher Dessein 1037 (BR)	Pentanisia gossweileri	""	""	Dessein 1037 (BR)	""	""	""	""
AM267005	""	""	Otiophora angustifolia 5.8S rRNA gene, ITS1 and ITS2, specimen voucher Dessein 607 (BR)	Otiophora angustifolia	""	""	Dessein 607 (BR)	""	""	""	""
AM267006	""	""	Otiophora caerulea 5.8S rRNA gene, ITS1 and ITS2, specimen voucher Dessein 367 (BR)	Otiophora caerulea	""	""	Dessein 367 (BR)	""	""	""	""
AM267010	""	""	Otiophora multicaulis 5.8S rRNA gene, ITS1 and ITS2, specimen voucher Dessein 405 (BR)	Otiophora multicaulis	""	""	Dessein 405 (BR)	""	""	""	""
AM267016	""	""	Otiophora villicaulis 5.8S rRNA gene, ITS1 and ITS2, specimen voucher Dessein 393 (BR)	Otiophora villicaulis	""	""	Dessein 393 (BR)	""	""	""	""
AM267026	""	""	Pentanisia arenaria 5.8S rRNA gene, ITS1 and ITS2, specimen voucher Bidgood et al. 3373 (BR)	Pentanisia arenaria	""	""	Bidgood et al. 3373 (BR)	""	""	""	""
AM267027	""	""	Pentanisia confertifolia 5.8S rRNA gene, ITS1 and ITS2, specimen voucher Dessein 730 (BR)	Pentanisia confertifolia	""	""	Dessein 730 (BR)	""	""	""	""
AM267037	""	""	Pentas arvensis 5.8S rRNA gene, ITS1 and ITS2, specimen voucher Leeuwenberg 7639 (BR)	Pentas arvensis	""	""	Leeuwenberg 7639 (BR)	""	""	""	""
AM267043	""	""	Pentas elata 5.8S rRNA gene, ITS1 and ITS2, specimen voucher Simon et al. 486 (BR)	Phyllopentas elata	""	""	Simon et al. 486 (BR)	""	""	""	""
AM267061	""	""	Pentas ulugurica 5.8S rRNA gene, ITS1 and ITS2, specimen voucher Lovett & Kayombo 415 (BR)	Phyllopentas ulugurica	""	""	Lovett & Kayombo 415 (BR)	""	""	""	""
AM409006	Republic of the Congo	""	Sabicea angolensis ITS1, 5.8S rRNA gene and ITS2, specimen voucher Lisowski B-7136 (BR)	Sabicea angolensis	""	""	Lisowski B-7136 (BR)	""	""	""	""
AM409012	Equatorial Guinea	""	Sabicea capitellata ITS1, 5.8S rRNA gene and ITS2, specimen voucher Sonke & Esono 2533 (BR)	Sabicea capitellata	""	""	Sonke & Esono 2533 (BR)	""	""	""	""
AM409016	Republic of the Congo	""	Sabicea dewevrei ITS1, 5.8S rRNA gene and ITS2, specimen voucher Lemaire 1393 (BR)	Sabicea dewevrei	""	""	Lemaire 1393 (BR)	""	""	""	""
AM409023	Democratic Republic of the Congo	""	Sabicea gilletii ITS1, 5.8S rRNA gene and ITS2, specimen voucher Lejoly 82/903 (BR)	Sabicea gilletii	""	""	Lejoly 82/903 (BR)	""	""	""	""
AM409045	Cameroon	""	Sabicea xanthotricha ITS1, 5.8S rRNA gene and ITS2, specimen voucher Sonke 1082 (BR)	Sabicea xanthotricha	""	""	Sonke 1082 (BR)	""	""	""	""
AM409056	Cameroon	""	Hekistocarpa minutiflora ITS1, 5.8S rRNA gene and ITS2, specimen voucher Sonke et al. 2708 (BR)	Hekistocarpa minutiflora	""	""	Sonke et al. 2708 (BR)	""	""	""	""
AM409058	Democratic Republic of the Congo	""	Stipularia elliptica ITS1, 5.8S rRNA gene and ITS2, specimen voucher Lisowski 56663 (BR)	Sabicea elliptica	""	""	Lisowski 56663 (BR)	""	""	""	""
AM409121	Republic of the Congo	""	Sabicea dewevrei chloroplast partial trnT-trnL intergenic spacer, tRNA-Leu gene, trnL-trnF intergenic spacer, specimen voucher Lemaire 1393 (BR)	Sabicea dewevrei	""	""	Lemaire 1393 (BR)	""	""	""	""
AM409141	Cameroon	""	Hekistocarpa minutiflora chloroplast tRNA-Leu gene, partial trnL-trnF intergenic spacer, specimen voucher Sonke et al. 2708 (BR)	Hekistocarpa minutiflora	""	""	Sonke et al. 2708 (BR)	""	""	""	""
AM409142	Republic of the Congo	""	Sabicea angolensis chloroplast partial trnT-trnL intergenic spacer, tRNA-Leu gene, trnL-trnF intergenic spacer, specimen voucher Lisowski B-7136 (BR)	Sabicea angolensis	""	""	Lisowski B-7136 (BR)	""	""	""	""
AM409151	Cameroon	""	Sabicea xanthotricha chloroplast partial trnT-trnL intergenic spacer, tRNA-Leu gene, trnL-trnF intergenic spacer, specimen voucher Sonke 1082 (BR)	Sabicea xanthotricha	""	""	Sonke 1082 (BR)	""	""	""	""
AM409154	Democratic Republic of the Congo	""	Sabicea gilletii chloroplast partial trnT-trnL intergenic spacer, tRNA-Leu gene, trnL-trnF intergenic spacer, specimen voucher Lejoly 82/903 (BR)	Sabicea gilletii	""	""	Lejoly 82/903 (BR)	""	""	""	""
AM409161	Equatorial Guinea	""	Sabicea capitellata chloroplast partial trnT-trnL intergenic spacer, tRNA-Leu gene, trnL-trnF intergenic spacer, specimen voucher Sonke & Esono 2533 (BR)	Sabicea capitellata	""	""	Sonke & Esono 2533 (BR)	""	""	""	""
