accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
EU919298	Philippines:Marinduque	13.3699998855591 N 121.870002746582 E	Lampides boeticus voucher RMBR:102838 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102838	""	""	""	2004-01-01
EU919299	Viet Nam:Lao Cai, Mt. Fan Si Pan, Sa Pa	22.25 N 103.830001831055 E	Lampides boeticus voucher RMBR:102837 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102837	""	""	""	2006-07-01
EU919300	Indonesia:South Sulawesi, Lagego	4.0 S 120.0 E	Lampides boeticus voucher RMBR:102830 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102830	""	""	""	2005-04-01
EU919302	Laos:Xam Nuea	20.3999996185303 N 104.080001831055 E	Lampides boeticus voucher RMBR:102834 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102834	""	""	""	2006-03-17
EU919303	Indonesia:North Sumatra, Nias, Ombolata	1.23000001907349 N 97.379997253418 E	Lampides boeticus voucher RMBR:102819 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102819	""	""	""	""
EU919305	Madagascar:Tamatave	18.1499996185303 S 49.3300018310547 E	Lampides boeticus voucher RMBR:102818 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102818	""	""	""	2004-01-01
EU919306	Madagascar:Tamatave	18.1499996185303 S 49.3300018310547 E	Lampides boeticus voucher RMBR:102817 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102817	""	""	""	2004-01-01
EU919309	Madagascar:Tamatave	18.1499996185303 S 49.3300018310547 E	Lampides boeticus voucher RMBR:102816 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102816	""	""	""	2004-01-01
EU919310	Philippines:Quezon, Tayabas	14.0299997329712 N 121.580001831055 E	Lampides boeticus voucher RMBR:102845 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102845	""	""	""	1996-09-01
EU919311	Philippines:Marinduque, Torrijos	13.3699998855591 N 121.870002746582 E	Lampides boeticus voucher RMBR:102840 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102840	""	""	""	1999-12-01
EU919313	Indonesia:South East Sulawesi, Tomea Island	4.75 N 123.919998168945 E	Lampides boeticus voucher RMBR:102826 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102826	""	""	""	""
EU919314	Spain:Guadalajara	40.6199989318848 N 3.15000009536743 W	Lampides boeticus voucher RMBR:102814 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102814	""	""	""	2004-06-27
EU919315	Spain:Vizcaya, Monte Umbe	43.3300018310547 N 2.92000007629395 W	Lampides boeticus voucher RMBR:102815 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102815	""	""	""	2002-01-01
EU919316	Philippines:Marinduque, Torrijos	13.3699998855591 N 121.870002746582 E	Lampides boeticus voucher RMBR:102842 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102842	""	""	""	2004-01-01
EU919317	Indonesia:West Sumatra , Sungei Kasian, Sipisang	0.550000011920929 S 100.349998474121 E	Lampides boeticus voucher RMBR:102822 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102822	""	""	David J. Lohman	2007-06-03
EU919318	Philippines:Quezon, Tayabas	14.0299997329712 N 121.580001831055 E	Lampides boeticus voucher RMBR:102846 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102846	""	""	""	1996-09-02
EU919319	Singapore:Kent Ridge, National University ofSingapore	1.27999997138977 N 103.769996643066 E	Lampides boeticus voucher RMBR:102832 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102832	""	""	David J. Lohman	2006-10-18
EU919320	Indonesia:South Sulawesi, Lagego	4.0 S 120.0 E	Lampides boeticus voucher RMBR:102831 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102831	""	""	""	2005-04-01
EU919321	Indonesia:Seram/Ambon	3.61999988555908 S 128.169998168945 E	Lampides boeticus voucher RMBR:102829 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102829	""	""	""	2005-03-01
EU919325	Indonesia:West Java, Gunung Halimun-SalakNational Park	6.73000001907349 S 106.550003051758 E	Lampides boeticus voucher RMBR:102825 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102825	""	""	David J. Lohman	2007-04-18
EU919327	Viet Nam:Lao Cai, Mt. Fan Si Pan, Sa Pa	22.25 N 103.830001831055 E	Lampides boeticus voucher RMBR:102836 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102836	""	""	""	2006-07-01
EU919328	Japan:Chiba, Yachiyo-shi	35.75 N 140.080001831055 E	Lampides boeticus voucher RMBR:102852 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102852	""	""	""	2005-10-01
EU919329	Indonesia:Banka-Belitung, Belitung Island	2.82999992370605 S 107.919998168945 E	Lampides boeticus voucher RMBR:102823 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102823	""	""	""	2006-03-01
EU919330	Japan:Chiba, Yachiyo-shi	35.75 N 140.080001831055 E	Lampides boeticus voucher RMBR:102851 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102851	""	""	""	2005-10-01
EU919333	Laos:Xam Nuea	20.3999996185303 N 104.080001831055 E	Lampides boeticus voucher RMBR:102835 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102835	""	""	""	2006-03-23
EU919334	Indonesia:North Sumatra, Nias, Ombolata	1.23000001907349 N 97.379997253418 E	Lampides boeticus voucher RMBR:102820 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102820	""	""	""	""
EU919335	Philippines:Marinduque, Torrijos	13.3699998855591 N 121.870002746582 E	Lampides boeticus voucher RMBR:102839 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102839	""	""	""	1999-12-01
EU919339	Indonesia:South East Sulawesi, Buton Island	5.0 S 122.919998168945 E	Lampides boeticus voucher RMBR:102828 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102828	""	""	""	""
EU919340	Philippines:Quezon, Tayabas	14.0299997329712 N 121.580001831055 E	Lampides boeticus voucher RMBR:102846 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102846	""	""	""	1996-09-02
EU919341	China:Anhui, Chiling	30.0499992370605 N 117.569999694824 E	Lampides boeticus voucher RMBR:102847 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102847	""	""	""	2002-08-19
EU919342	Philippines:Marinduque, Torrijos	13.3699998855591 N 121.870002746582 E	Lampides boeticus voucher RMBR:102840 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102840	""	""	""	1999-12-01
EU919343	Indonesia:South East Sulawesi, Tomea Island	4.75 N 123.919998168945 E	Lampides boeticus voucher RMBR:102826 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102826	""	""	""	""
EU919344	Madagascar:Tamatave	18.1499996185303 S 49.3300018310547 E	Lampides boeticus voucher RMBR:102816 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102816	""	""	""	2004-01-01
EU919345	Indonesia:North Sumatra, Nias, Ombolata	1.23000001907349 N 97.379997253418 E	Lampides boeticus voucher RMBR:102819 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102819	""	""	""	""
EU919348	Indonesia:South East Sulawesi, Tomea Island	4.75 N 123.919998168945 E	Lampides boeticus voucher RMBR:102827 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102827	""	""	""	""
EU919349	China:Jiangsu, Yixing	31.3299999237061 N 119.779998779297 E	Lampides boeticus voucher RMBR:102849 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102849	""	""	""	2004-10-01
EU919350	Laos:Xam Nuea	20.3999996185303 N 104.080001831055 E	Lampides boeticus voucher RMBR:102835 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102835	""	""	""	2006-03-23
EU919352	Singapore:Kent Ridge, National University ofSingapore	1.27999997138977 N 103.769996643066 E	Lampides boeticus voucher RMBR:102833 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102833	""	""	David J. Lohman	2006-10-18
EU919353	Philippines:Oriental Mindoro, Pinamalayan	11.2799997329712 N 119.669998168945 E	Lampides boeticus voucher RMBR:102844 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102844	""	""	""	1996-12-23
EU919354	Indonesia:Banka-Belitung, Belitung Island	2.82999992370605 S 107.919998168945 E	Lampides boeticus voucher RMBR:102824 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102824	""	""	""	2006-03-01
EU919357	Philippines:Quezon, Tayabas	14.0299997329712 N 121.580001831055 E	Lampides boeticus voucher RMBR:102845 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102845	""	""	""	1996-09-01
EU919358	Japan:Chiba, Yachiyo-shi	35.75 N 140.080001831055 E	Lampides boeticus voucher RMBR:102851 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102851	""	""	""	2005-10-01
EU919359	Spain:Guadalajara	40.6199989318848 N 3.15000009536743 W	Lampides boeticus voucher RMBR:102814 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102814	""	""	""	2004-06-27
EU919360	Indonesia:South Sulawesi, Lagego	4.0 S 120.0 E	Lampides boeticus voucher RMBR:102831 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102831	""	""	""	2005-04-01
EU919363	Philippines:Marinduque	13.3699998855591 N 121.870002746582 E	Lampides boeticus voucher RMBR:102838 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102838	""	""	""	2004-01-01
EU919367	Viet Nam:Lao Cai, Mt. Fan Si Pan, Sa Pa	22.25 N 103.830001831055 E	Lampides boeticus voucher RMBR:102837 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102837	""	""	""	2006-07-01
EU919368	Philippines:Marinduque, Torrijos	13.3699998855591 N 121.870002746582 E	Lampides boeticus voucher RMBR:102841 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102841	""	""	""	1999-12-01
EU919369	Indonesia:North Sumatra, Nias, Ombolata	1.23000001907349 N 97.379997253418 E	Lampides boeticus voucher RMBR:102820 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102820	""	""	""	""
EU919370	China:Sichuan, Ya'an	29.3299999237061 N 102.629997253418 E	Lampides boeticus voucher RMBR:102850 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102850	""	""	""	2001-05-01
EU919371	Philippines:Marinduque, Torrijos	13.3699998855591 N 121.870002746582 E	Lampides boeticus voucher RMBR:102839 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102839	""	""	""	1999-12-01
EU919372	Japan:Chiba, Yachiyo-shi	35.75 N 140.080001831055 E	Lampides boeticus voucher RMBR:102852 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102852	""	""	""	2005-10-01
EU919374	China:Jiangsu, Yixing	31.3299999237061 N 119.779998779297 E	Lampides boeticus voucher RMBR:102848 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102848	""	""	""	2004-10-01
EU919375	Indonesia:West Java, Gunung Halimun-SalakNational Park	6.73000001907349 S 106.550003051758 E	Lampides boeticus voucher RMBR:102825 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102825	""	""	David J. Lohman	2007-04-18
EU919378	Madagascar:Tamatave	18.1499996185303 S 49.3300018310547 E	Lampides boeticus voucher RMBR:102818 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102818	""	""	""	2004-01-01
EU919380	Indonesia:South East Sulawesi, Buton Island	5.0 S 122.919998168945 E	Lampides boeticus voucher RMBR:102828 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102828	""	""	""	""
EU919382	Indonesia:West Sumatra, Sungei Kasian, Sipisang	0.550000011920929 S 100.349998474121 E	Lampides boeticus voucher RMBR:102822 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102822	""	""	David J. Lohman	2007-06-03
EU919383	Laos:Xam Nuea	20.3999996185303 N 104.080001831055 E	Lampides boeticus voucher RMBR:102834 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102834	""	""	""	2006-03-17
EU919386	Singapore:Kent Ridge, National University ofSingapore	1.27999997138977 N 103.769996643066 E	Lampides boeticus voucher RMBR:102832 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102832	""	""	David J. Lohman	2006-10-18
EU919387	Indonesia:Banka-Belitung, Belitung Island	2.82999992370605 S 107.919998168945 E	Lampides boeticus voucher RMBR:102823 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102823	""	""	""	2006-03-01
EU919388	Madagascar:Tamatave	18.1499996185303 S 49.3300018310547 E	Lampides boeticus voucher RMBR:102817 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102817	""	""	""	2004-01-01
EU919389	Philippines:Oriental Mindoro, Pinamalayan	11.2799997329712 N 119.669998168945 E	Lampides boeticus voucher RMBR:102843 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102843	""	""	""	1996-12-23
EU919391	Philippines:Marinduque, Torrijos	13.3699998855591 N 121.870002746582 E	Lampides boeticus voucher RMBR:102842 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102842	""	""	""	2004-01-01
EU919392	Spain:Vizcaya, Monte Umbe	43.3300018310547 N 2.92000007629395 W	Lampides boeticus voucher RMBR:102815 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102815	""	""	""	2002-01-01
EU919393	Indonesia:South Sulawesi, Lagego	4.0 S 120.0 E	Lampides boeticus voucher RMBR:102830 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102830	""	""	""	2005-04-01
EU919394	Viet Nam:Lao Cai, Mt. Fan Si Pan, Sa Pa	22.25 N 103.830001831055 E	Lampides boeticus voucher RMBR:102836 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102836	""	""	""	2006-07-01
EU919395	Indonesia:Seram/Ambon	3.61999988555908 S 128.169998168945 E	Lampides boeticus voucher RMBR:102829 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102829	""	""	""	2005-03-01
EU919396	Indonesia:West Sumatra, Sungei Kasian, Sipisang	0.550000011920929 S 100.349998474121 E	Lampides boeticus voucher RMBR:102821 cytochrome b (cytB) gene, partial cds; mitochondrial.	Lampides boeticus	""	""	RMBR:102821	""	""	David J. Lohman	2007-06-03
FJ025363	""	""	Bengalia peuhi 12S ribosomal RNA gene, partial sequence; mitochondrial.	Bengalia peuhi	""	""	RMBR:102672	""	""	""	""
FJ025364	""	""	Botanophila rubrifrons 12S ribosomal RNA gene, partial sequence; mitochondrial.	Botanophila rubrifrons	""	""	RMBR:102673	""	""	""	""
FJ025365	""	""	Calliphora vomitoria 12S ribosomal RNA gene, partial sequence; mitochondrial.	Calliphora vomitoria	""	""	RMBR:102695	""	""	""	""
FJ025366	""	""	Chrysomya megacephala 12S ribosomal RNA gene, partial sequence; mitochondrial.	Chrysomya megacephala	""	""	RMBR:102682	""	""	""	""
FJ025367	""	""	Coenosia testacea 12S ribosomal RNA gene, partial sequence; mitochondrial.	Coenosia testacea	""	""	RMBR:102690	""	""	""	""
FJ025368	""	""	Coenosia tigrina 12S ribosomal RNA gene, partial sequence; mitochondrial.	Coenosia tigrina	""	""	RMBR:102691	""	""	""	""
FJ025369	""	""	Compsomyiops fulvicrura 12S ribosomal RNA gene, partial sequence; mitochondrial.	Compsomyiops fulvicrura	""	""	RMBR:102680	""	""	""	""
FJ025370	""	""	Drymeia alpicola 12S ribosomal RNA gene, partial sequence; mitochondrial.	Drymeia alpicola	""	""	RMBR:102697	""	""	""	""
FJ025371	""	""	Drymeia hamata 12S ribosomal RNA gene, partial sequence; mitochondrial.	Drymeia hamata	""	""	RMBR:102698	""	""	""	""
FJ025372	""	""	Emmesomyia grisea 12S ribosomal RNA gene, partial sequence; mitochondrial.	Emmesomyia grisea	""	""	RMBR:102702	""	""	""	""
FJ025373	""	""	Eudasyphora cyanella 12S ribosomal RNA gene, partial sequence; mitochondrial.	Eudasyphora cyanella	""	""	RMBR:102701	""	""	""	""
FJ025374	""	""	Eurychaeta palpalis 12S ribosomal RNA gene, partial sequence; mitochondrial.	Eurychaeta palpalis	""	""	RMBR:102703	""	""	""	""
FJ025375	""	""	Haematobosca stimulans 12S ribosomal RNA gene, partial sequence; mitochondrial.	Haematobosca stimulans	""	""	RMBR:102722	""	""	""	""
FJ025376	""	""	Helina celsa 12S ribosomal RNA gene, partial sequence; mitochondrial.	Helina celsa	""	""	RMBR:102713	""	""	""	""
FJ025377	""	""	Helina evecta 12S ribosomal RNA gene, partial sequence; mitochondrial.	Helina evecta	""	""	RMBR:102726	""	""	""	""
FJ025378	""	""	Helina impuncta 12S ribosomal RNA gene, partial sequence; mitochondrial.	Helina impuncta	""	""	RMBR:102718	""	""	""	""
FJ025379	""	""	Helina lasiophthalma 12S ribosomal RNA gene, partial sequence; mitochondrial.	Helina lasiophthalma	""	""	RMBR:102721	""	""	""	""
FJ025380	""	""	Hydrotaea cyrtoneurina 12S ribosomal RNA gene, partial sequence; mitochondrial.	Hydrotaea cyrtoneurina	""	""	RMBR:102715	""	""	""	""
FJ025381	""	""	Hydrotaea dentipes 12S ribosomal RNA gene, partial sequence; mitochondrial.	Hydrotaea dentipes	""	""	RMBR:102716	""	""	""	""
FJ025382	""	""	Hylemya vagans 12S ribosomal RNA gene, partial sequence; mitochondrial.	Hylemya vagans	""	""	RMBR:102724	""	""	""	""
