accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
FN870400	Portugal:Azores	""	Pennisetum clandestinum plastid partial rbcL gene for ribulose biphosphate carboxylase, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/11	Cenchrus clandestinus	""	""	BM<GBR-LONDON>:H. Schaefer 2008/11	""	""	""	""
FN870401	Portugal:Azores	""	Pennisetum villosum plastid partial rbcL gene for ribulose biphosphate carboxylase, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/367	Cenchrus longisetus	""	""	BM<GBR-LONDON>:H. Schaefer 2008/367	""	""	""	""
FN870402	Portugal:Azores	""	Phalaris coerulescens plastid partial rbcL gene for ribulose biphosphate carboxylase, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/638	Phalaris coerulescens	""	""	BM<GBR-LONDON>:H. Schaefer 2008/638	""	""	""	""
FN870403	Portugal:Azores	""	Piptatherum miliaceum plastid partial rbcL gene for ribulose biphosphate carboxylase, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/640	Oloptum miliaceum	""	""	BM<GBR-LONDON>:H. Schaefer 2008/640	""	""	""	""
FN870404	Portugal:Azores	""	Poa annua plastid partial rbcL gene for ribulose biphosphate carboxylase, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/120	Poa annua	""	""	BM<GBR-LONDON>:H. Schaefer 2008/120	""	""	""	""
FN870405	Portugal:Azores	""	Pseudosasa japonica plastid partial rbcL gene for ribulose biphosphate carboxylase, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/369	Pseudosasa japonica	""	""	BM<GBR-LONDON>:H. Schaefer 2008/369	""	""	""	""
FN870406	Portugal:Azores	""	Rostraria azorica plastid partial rbcL gene for ribulose biphosphate carboxylase, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/644	Rostraria azorica	""	""	BM<GBR-LONDON>:H. Schaefer 2008/644	""	""	""	""
FN870407	Portugal:Azores	""	Setaria adhaerens plastid partial rbcL gene for ribulose biphosphate carboxylase, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/646	Setaria adhaerens	""	""	BM<GBR-LONDON>:H. Schaefer 2008/646	""	""	""	""
FN870408	Portugal:Azores	""	Setaria megaphylla plastid partial rbcL gene for ribulose biphosphate carboxylase, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/378	Setaria megaphylla	""	""	BM<GBR-LONDON>:H. Schaefer 2008/378	""	""	""	""
FN870409	Portugal:Azores	""	Setaria parviflora plastid partial rbcL gene for ribulose biphosphate carboxylase, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/647	Setaria parviflora	""	""	BM<GBR-LONDON>:H. Schaefer 2008/647	""	""	""	""
FN870410	Portugal:Azores	""	Spartina versicolor plastid partial rbcL gene for ribulose biphosphate carboxylase, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/146	Sporobolus versicolor	""	""	BM<GBR-LONDON>:H. Schaefer 2008/146	""	""	""	""
FN870411	Portugal:Azores	""	Vulpia myuros plastid partial rbcL gene for ribulose biphosphate carboxylase, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/551	Festuca myuros	""	""	BM<GBR-LONDON>:H. Schaefer 2008/551	""	""	""	""
FN908046	Portugal:Azores	""	Alopecurus myosuroides plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/337	Alopecurus myosuroides	""	""	BM<GBR-LONDON>:H. Schaefer 2008/337	""	""	""	""
FN908047	Portugal:Azores	""	Axonopus fissifolius plastid partial mRNA for maturase k (matk gene), specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/673	Axonopus fissifolius	""	""	BM<GBR-LONDON>:H. Schaefer 2008/673	""	""	""	""
FN908048	Portugal:Azores	""	Briza maxima plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/15	Briza maxima	""	""	BM<GBR-LONDON>:H. Schaefer 2008/15	""	""	""	""
FN908049	Portugal:Azores	""	Bromus catharticus plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/16	Bromus catharticus	""	""	BM<GBR-LONDON>:H. Schaefer 2008/16	""	""	""	""
FN908050	Portugal:Azores	""	Danthonia decumbens plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/181	Danthonia decumbens	""	""	BM<GBR-LONDON>:H. Schaefer 2008/181	""	""	""	""
FN908052	Portugal:Azores	""	Deschampsia foliosa plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/404	Deschampsia foliosa	""	""	BM<GBR-LONDON>:H. Schaefer 2008/404	""	""	""	""
FN908053	Portugal:Azores	""	Eleusine tristachya plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/602	Eleusine tristachya	""	""	BM<GBR-LONDON>:H. Schaefer 2008/602	""	""	""	""
FN908055	Portugal:Azores	""	Festuca petraea plastid partial mRNA for maturase k (matk gene), specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/310	Festuca petraea	""	""	BM<GBR-LONDON>:H. Schaefer 2008/310	""	""	""	""
FN908056	Portugal:Azores	""	Gastridium ventricosum plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/612	Gastridium ventricosum	""	""	BM<GBR-LONDON>:H. Schaefer 2008/612	""	""	""	""
FN908057	Portugal:Azores	""	Gaudinia coarctata plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/59	Gaudinia coarctata	""	""	BM<GBR-LONDON>:H. Schaefer 2008/59	""	""	""	""
FN908058	Portugal:Azores	""	Monerma cylindrica plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/613	Hainardia cylindrica	""	""	BM<GBR-LONDON>:H. Schaefer 2008/613	""	""	""	""
FN908059	Portugal:Azores	""	Lagurus ovatus plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/80	Lagurus ovatus	""	""	BM<GBR-LONDON>:H. Schaefer 2008/80	""	""	""	""
FN908060	Portugal:Azores	""	Leersia oryzoides plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/414	Leersia oryzoides	""	""	BM<GBR-LONDON>:H. Schaefer 2008/414	""	""	""	""
FN908061	Portugal:Azores	""	Lolium multiflorum plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/87	Lolium multiflorum	""	""	BM<GBR-LONDON>:H. Schaefer 2008/87	""	""	""	""
FN908062	Portugal:Azores	""	Dichanthelium dichotomum plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/260	Dichanthelium dichotomum	""	""	BM<GBR-LONDON>:H. Schaefer 2008/260	""	""	""	""
FN908063	Portugal:Azores	""	Paspalum distichum plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/366	Paspalum distichum	""	""	BM<GBR-LONDON>:H. Schaefer 2008/366	""	""	""	""
FN908064	Portugal:Azores	""	Pennisetum clandestinum plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/11	Cenchrus clandestinus	""	""	BM<GBR-LONDON>:H. Schaefer 2008/11	""	""	""	""
FN908065	Portugal:Azores	""	Pennisetum villosum plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/367	Cenchrus longisetus	""	""	BM<GBR-LONDON>:H. Schaefer 2008/367	""	""	""	""
FN908066	Portugal:Azores	""	Phalaris coerulescens plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/638	Phalaris coerulescens	""	""	BM<GBR-LONDON>:H. Schaefer 2008/638	""	""	""	""
FN908067	Portugal:Azores	""	Piptatherum miliaceum plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/640	Oloptum miliaceum	""	""	BM<GBR-LONDON>:H. Schaefer 2008/640	""	""	""	""
FN908068	Portugal:Azores	""	Poa annua plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/120	Poa annua	""	""	BM<GBR-LONDON>:H. Schaefer 2008/120	""	""	""	""
FN908069	Portugal:Azores	""	Pseudosasa japonica plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/369	Pseudosasa japonica	""	""	BM<GBR-LONDON>:H. Schaefer 2008/369	""	""	""	""
FN908070	Portugal:Azores	""	Rostraria azorica plastid partial mRNA for maturase k (matk gene), specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/644	Rostraria azorica	""	""	BM<GBR-LONDON>:H. Schaefer 2008/644	""	""	""	""
FN908071	Portugal:Azores	""	Setaria adhaerens plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/646	Setaria adhaerens	""	""	BM<GBR-LONDON>:H. Schaefer 2008/646	""	""	""	""
FN908072	Portugal:Azores	""	Setaria megaphylla plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/378	Setaria megaphylla	""	""	BM<GBR-LONDON>:H. Schaefer 2008/378	""	""	""	""
FN908073	Portugal:Azores	""	Setaria parviflora plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/647	Setaria parviflora	""	""	BM<GBR-LONDON>:H. Schaefer 2008/647	""	""	""	""
FN908074	Portugal:Azores	""	Spartina versicolor plastid partial mRNA for maturase k (matk gene), specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/146	Sporobolus versicolor	""	""	BM<GBR-LONDON>:H. Schaefer 2008/146	""	""	""	""
FN908075	Portugal:Azores	""	Vulpia myuros plastid matK gene for maturase k, specimen voucher BM<GBR-LONDON>:H. Schaefer 2008/551	Festuca myuros	""	""	BM<GBR-LONDON>:H. Schaefer 2008/551	""	""	""	""
GQ438760	""	""	Microphrys bicornutus isolate 01 16S ribosomal RNA gene, partial sequence; mitochondrial.	Microphrys bicornutus	""	""	MOBR-C-1530	""	""	""	""
GQ438761	""	""	Mithraculus forceps isolate 01 16S ribosomal RNA gene, partial sequence; mitochondrial.	Mithraculus forceps	""	""	MOBR-C-1533	""	""	""	""
GQ438764	""	""	Mithraculus forceps isolate 02 16S ribosomal RNA gene, partial sequence; mitochondrial.	Mithraculus forceps	""	""	MOBR-C-1537	""	""	""	""
GQ438765	""	""	Mithrax hispidus isolate small 01 16S ribosomal RNA gene, partial sequence; mitochondrial.	Mithrax hispidus	""	""	MOBR-C-1529	""	""	""	""
GQ438766	""	""	Mithrax hispidus isolate small 02 16S ribosomal RNA gene, partial sequence; mitochondrial.	Mithrax hispidus	""	""	MOBR-C-1529	""	""	""	""
GQ438767	""	""	Mithrax verrucosus isolate 01 16S ribosomal RNA gene, partial sequence; mitochondrial.	Amphithrax aculeatus	""	""	MOBR-C-1534	""	""	""	""
GQ438768	""	""	Mithrax verrucosus isolate 02 16S ribosomal RNA gene, partial sequence; mitochondrial.	Amphithrax aculeatus	""	""	MOBR-C-1536	""	""	""	""
GQ438769	""	""	Mithraculus ruber isolate 01 16S ribosomal RNA gene, partial sequence; mitochondrial.	Teleophrys ruber	""	""	MOBR-C-1531	""	""	""	""
GQ438770	""	""	Mithraculus ruber isolate 02 16S ribosomal RNA gene, partial sequence; mitochondrial.	Teleophrys ruber	""	""	MOBR-C-1532	""	""	""	""
GQ438771	""	""	Mithraculus coryphe isolate 01 16S ribosomal RNA gene, partial sequence; mitochondrial.	Mithraculus coryphe	""	""	MOBR-C-1535	""	""	""	""
GQ438772	""	""	Mithraculus coryphe isolate 02 16S ribosomal RNA gene, partial sequence; mitochondrial.	Mithraculus coryphe	""	""	MOBR-C-1535	""	""	""	""
GQ438773	""	""	Mithrax hispidus isolate large 01 16S ribosomal RNA gene, partial sequence; mitochondrial.	Mithrax hispidus	""	""	MOBR-C-1528	""	""	""	""
GQ438774	""	""	Mithrax hispidus isolate large 02 16S ribosomal RNA gene, partial sequence; mitochondrial.	Mithrax hispidus	""	""	MOBR-C-1528	""	""	""	""
GQ463276	""	""	Morinda lucida voucher BR-19733106 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Morinda lucida	""	""	BR-19733106	""	""	""	""
GU137545	""	""	Roccella applanata voucher Ertz 13058 (BR-8695-62) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccella applanata	""	""	Ertz 13058 (BR-8695-62)	""	""	""	""
GU137546	""	""	Roccella applanata voucher Ertz 13060 (BR-8697-64) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccella applanata	""	""	Ertz 13060 (BR-8697-64)	""	""	""	""
GU137547	""	""	Roccella applanata voucher Ertz 13075 (BR-8713-80) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccella applanata	""	""	Ertz 13075 (BR-8713-80)	""	""	""	""
GU137548	""	""	Roccella applanata voucher Ertz 13104 (BR-8743-13) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccella applanata	""	""	Ertz 13104 (BR-8743-13)	""	""	""	""
GU137584	""	""	Roccella montagnei voucher Ertz 13054 (BR-8691-58) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccella montagnei	""	""	Ertz 13054 (BR-8691-58)	""	""	""	""
GU137585	""	""	Roccella montagnei voucher Ertz 13074 (BR-8712-79) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccella montagnei	""	""	Ertz 13074 (BR-8712-79)	""	""	""	""
GU137586	""	""	Roccella montagnei voucher Ertz 13111 (BR-8750-20) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccella montagnei	""	""	Ertz 13111 (BR-8750-20)	""	""	""	""
GU137587	""	""	Roccella montagnei voucher Ertz 13112 (BR-8751-21) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccella montagnei	""	""	Ertz 13112 (BR-8751-21)	""	""	""	""
GU137588	""	""	Roccella montagnei voucher Ertz 13213 (BR-7485-16) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccella montagnei	""	""	Ertz 13213 (BR-7485-16)	""	""	""	""
GU137589	""	""	Roccella montagnei voucher Ertz 13214 (BR-7486-17) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccella montagnei	""	""	Ertz 13214 (BR-7486-17)	""	""	""	""
GU137653	""	""	Roccella montagnei voucher Ertz 13219 (BR-7489-20) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccella montagnei	""	""	Ertz 13219 (BR-7489-20)	""	""	""	""
GU137660	""	""	Roccella montagnei voucher Ertz 13020 (BR-7379-07) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccella montagnei	""	""	Ertz 13020 (BR-7379-07)	""	""	""	""
GU137661	""	""	Roccella montagnei voucher Ertz 13036 (BR-7387-15) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccella montagnei	""	""	Ertz 13036 (BR-7387-15)	""	""	""	""
GU137662	""	""	Roccella montagnei voucher Ertz 13069 (BR-8707-74) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccella montagnei	""	""	Ertz 13069 (BR-8707-74)	""	""	""	""
GU137666	""	""	Roccella applanata voucher Ertz 13058 (BR-8695-62) anonymous locus genomic sequence.	Roccella applanata	""	""	Ertz 13058 (BR-8695-62)	""	""	""	""
GU137667	""	""	Roccella applanata voucher Ertz 13060 (BR-8697-64) anonymous locus genomic sequence.	Roccella applanata	""	""	Ertz 13060 (BR-8697-64)	""	""	""	""
GU137668	""	""	Roccella applanata voucher Ertz 13075 (BR-8713-80) anonymous locus genomic sequence.	Roccella applanata	""	""	Ertz 13075 (BR-8713-80)	""	""	""	""
GU137669	""	""	Roccella applanata voucher Ertz 13104 (BR-8743-13) anonymous locus genomic sequence.	Roccella applanata	""	""	Ertz 13104 (BR-8743-13)	""	""	""	""
GU137705	""	""	Roccella montagnei voucher Ertz 13054 (BR-8691-58) anonymous locus genomic sequence.	Roccella montagnei	""	""	Ertz 13054 (BR-8691-58)	""	""	""	""
GU137706	""	""	Roccella montagnei voucher Ertz 13074 (BR-8712-79) anonymous locus genomic sequence.	Roccella montagnei	""	""	Ertz 13074 (BR-8712-79)	""	""	""	""
GU137707	""	""	Roccella montagnei voucher Ertz 13111 (BR-8750-20) anonymous locus genomic sequence.	Roccella montagnei	""	""	Ertz 13111 (BR-8750-20)	""	""	""	""
GU137708	""	""	Roccella montagnei voucher Ertz 13112 (BR-8751-21) anonymous locus genomic sequence.	Roccella montagnei	""	""	Ertz 13112 (BR-8751-21)	""	""	""	""
GU137709	""	""	Roccella montagnei voucher Ertz 13213 (BR-7485-16) anonymous locus genomic sequence.	Roccella montagnei	""	""	Ertz 13213 (BR-7485-16)	""	""	""	""
GU137710	""	""	Roccella montagnei voucher Ertz 13214 (BR-7486-17) anonymous locus genomic sequence.	Roccella montagnei	""	""	Ertz 13214 (BR-7486-17)	""	""	""	""
GU137777	""	""	Roccella montagnei voucher Ertz 13219 (BR-7489-20) anonymous locus genomic sequence.	Roccella montagnei	""	""	Ertz 13219 (BR-7489-20)	""	""	""	""
GU137784	""	""	Roccella montagnei voucher Ertz 13020 (BR-7379-07) anonymous locus genomic sequence.	Roccella montagnei	""	""	Ertz 13020 (BR-7379-07)	""	""	""	""
GU137785	""	""	Roccella montagnei voucher Ertz 13036 (BR-7387-15) anonymous locus genomic sequence.	Roccella montagnei	""	""	Ertz 13036 (BR-7387-15)	""	""	""	""
GU137786	""	""	Roccella montagnei voucher Ertz 13069 (BR-8707-74) anonymous locus genomic sequence.	Roccella montagnei	""	""	Ertz 13069 (BR-8707-74)	""	""	""	""
GU137789	""	""	Roccella applanata voucher Ertz 13058 (BR-8695-62) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Roccella applanata	""	""	Ertz 13058 (BR-8695-62)	""	""	""	""
GU137790	""	""	Roccella applanata voucher Ertz 13060 (BR-8697-64) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Roccella applanata	""	""	Ertz 13060 (BR-8697-64)	""	""	""	""
GU137791	""	""	Roccella applanata voucher Ertz 13075 (BR-8713-80) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Roccella applanata	""	""	Ertz 13075 (BR-8713-80)	""	""	""	""
GU137792	""	""	Roccella applanata voucher Ertz 13104 (BR-8743-13) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Roccella applanata	""	""	Ertz 13104 (BR-8743-13)	""	""	""	""
GU137828	""	""	Roccella montagnei voucher Ertz 13054 (BR-8691-58) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Roccella montagnei	""	""	Ertz 13054 (BR-8691-58)	""	""	""	""
GU137829	""	""	Roccella montagnei voucher Ertz 13074 (BR-8712-79) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Roccella montagnei	""	""	Ertz 13074 (BR-8712-79)	""	""	""	""
GU137830	""	""	Roccella montagnei voucher Ertz 13111 (BR-8750-20) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Roccella montagnei	""	""	Ertz 13111 (BR-8750-20)	""	""	""	""
GU137831	""	""	Roccella montagnei voucher Ertz 13112 (BR-8751-21) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Roccella montagnei	""	""	Ertz 13112 (BR-8751-21)	""	""	""	""
GU137832	""	""	Roccella montagnei voucher Ertz 13213 (BR-7485-16) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Roccella montagnei	""	""	Ertz 13213 (BR-7485-16)	""	""	""	""
GU137833	""	""	Roccella montagnei voucher Ertz 13214 (BR-7486-17) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Roccella montagnei	""	""	Ertz 13214 (BR-7486-17)	""	""	""	""
GU137899	""	""	Roccella montagnei voucher Ertz 13219 (BR-7489-20) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Roccella montagnei	""	""	Ertz 13219 (BR-7489-20)	""	""	""	""
GU137906	""	""	Roccella montagnei voucher Ertz 13020 (BR-7379-07) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Roccella montagnei	""	""	Ertz 13020 (BR-7379-07)	""	""	""	""
GU137907	""	""	Roccella montagnei voucher Ertz 13036 (BR-7387-15) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Roccella montagnei	""	""	Ertz 13036 (BR-7387-15)	""	""	""	""
